datetime,atp,wtp
01-08-2013 0100,14.6,14.2
01-08-2013 0200,13.8,14.2
01-08-2013 0300,14.6,14.2
01-08-2013 0400,15,14.3
01-08-2013 0500,15,14.3
01-08-2013 0600,15.2,14.3
01-08-2013 0700,14.9,14.3
01-08-2013 0800,15.4,14.4
01-08-2013 0900,14.3,14.4
01-08-2013 1000,14.1,14.5
01-08-2013 1100,14.8,14.6
01-08-2013 1200,15.2,14.6
01-08-2013 1300,15.9,14.6
01-08-2013 1400,16.2,14.6
01-08-2013 1500,17.8,14.5
01-08-2013 1600,17.9,14.7
01-08-2013 1700,18.6,14.9
01-08-2013 1800,19.4,15
01-08-2013 1900,19.7,15.1
01-08-2013 2000,19.3,15.2
01-08-2013 2100,18.3,15.3
01-08-2013 2200,18.1,15.5
01-08-2013 2300,18.2,15.6
01-09-2013 0000,18.1,16.4
01-09-2013 0100,18.3,16.6
01-09-2013 0200,17.9,16.8
01-09-2013 0300,18.6,16.8
01-09-2013 0400,18.4,16.7
01-09-2013 0500,18.7,16.6
01-09-2013 0600,19.5,16.6
01-09-2013 0700,18.9,16.7
01-09-2013 0800,18.9,16.5
01-09-2013 0900,18.9,16.3
01-09-2013 1000,20.3,16.3
01-09-2013 1100,19.3,16.5
01-09-2013 1200,17.8,16.4
01-09-2013 1300,16.7,16.4
01-09-2013 1400,16.3,16.4
01-09-2013 1500,15,16.2
01-09-2013 1600,15.1,16.2
01-09-2013 1700,15.7,16.3
01-09-2013 1800,15.3,16.4
01-09-2013 1900,15.8,16.6
01-09-2013 2000,16.9,16.9
01-09-2013 2100,16.3,17.3
01-09-2013 2200,16.7,17.5
01-09-2013 2300,16.9,17.5
01-10-2013 0000,16.5,17.5
01-10-2013 0100,15.9,17.5
01-10-2013 0200,15.7,17.5
01-10-2013 0300,15.5,17.4
01-10-2013 0400,15.3,17.4
01-10-2013 0500,15,17.3
01-10-2013 0600,15.1,17.3
01-10-2013 0700,15.4,17.1
01-10-2013 0800,14.6,17.1
01-10-2013 0900,13.9,17.1
01-10-2013 1000,13.8,17.1
01-10-2013 1100,14.2,17
01-10-2013 1200,14.4,17
01-10-2013 1300,13.7,17
01-10-2013 1400,12.9,16.9
01-10-2013 1500,12.7,16.6
01-10-2013 1600,13.9,16.5
01-10-2013 1700,14.8,16.7
01-10-2013 1800,15.6,17.1
01-10-2013 1900,15.5,17.5
01-10-2013 2000,16.4,18
01-10-2013 2100,17,18.4
01-10-2013 2200,16.7,18.6
01-10-2013 2300,16.4,18.8
01-11-2013 0000,14.9,18.9
01-11-2013 0100,14.9,18.8
01-11-2013 0200,14.6,18.6
01-11-2013 0300,15.2,18.4
01-11-2013 0400,15.3,18.1
01-11-2013 0500,14.8,18
01-11-2013 0600,15.5,17.9
01-11-2013 0700,14.8,17.7
01-11-2013 0800,14.8,17.6
01-11-2013 0900,15.4,17.4
01-11-2013 1000,14.7,17.4
01-11-2013 1100,14.9,17.3
01-11-2013 1200,14.2,17.2
01-11-2013 1300,14.3,17
01-11-2013 1400,14.9,17
01-11-2013 1500,17.6,16.9
01-11-2013 1600,18.6,16.9
01-11-2013 1700,19.5,17.1
01-11-2013 1800,20.5,17.4
01-11-2013 1900,21.2,17.9
01-11-2013 2000,21.5,18.3
01-11-2013 2100,20.9,18.6
01-11-2013 2200,20.7,18.8
01-11-2013 2300,20,19.1
01-12-2013 0000,18.9,19.2
01-12-2013 0100,19.1,19.2
01-12-2013 0200,19.2,19.2
01-12-2013 0300,19.1,19.1
01-12-2013 0400,19.5,19
01-12-2013 0500,19.6,19
01-12-2013 0600,19.8,18.9
01-12-2013 0700,19.3,19
01-12-2013 0800,19.1,19
01-12-2013 0900,19.5,19
01-12-2013 1000,19.4,19
01-12-2013 1100,19.4,19
01-12-2013 1200,19.2,19
01-12-2013 1300,19.4,19
01-12-2013 1400,19.8,19
01-12-2013 1500,20.4,19
01-12-2013 1600,20.2,19.1
01-12-2013 1700,20.3,19.3
01-12-2013 1800,20.3,19.4
01-12-2013 1900,20.3,19.6
01-12-2013 2000,21.2,19.8
01-12-2013 2100,20.3,20
01-12-2013 2200,20,20.2
01-12-2013 2300,20.4,20.4
01-13-2013 0000,20.1,20.4
01-13-2013 0100,19.8,20.4
01-13-2013 0200,20.5,20.4
01-13-2013 0300,20.9,20.4
01-13-2013 0400,20.3,20.4
01-13-2013 0500,21.1,20.4
01-13-2013 0600,20,20.4
01-13-2013 0700,19.9,20.4
01-13-2013 0800,19.6,20.4
01-13-2013 0900,20,20.5
01-13-2013 1000,19,20.5
01-13-2013 1100,12.1,20.1
01-13-2013 1200,11,19.5
01-13-2013 1300,10.4,19.1
01-13-2013 1400,10.3,18.6
01-13-2013 1500,10.4,18.4
01-13-2013 1600,10.8,17.9
01-13-2013 1700,11.7,17.6
01-13-2013 1800,11.8,17.4
01-13-2013 1900,12.5,17.3
01-13-2013 2000,12.8,17.2
01-13-2013 2100,13.3,16.9
01-13-2013 2200,14,16.7
01-13-2013 2300,14,16.6
01-14-2013 0000,13.9,16.3
01-14-2013 0100,13.5,16
01-14-2013 0200,12.9,15.9
01-14-2013 0300,12.4,15.8
01-14-2013 0400,11.8,15.7
01-14-2013 0500,11.5,15.3
01-14-2013 0600,11.2,15
01-14-2013 0700,10.6,14.8
01-14-2013 0800,10.9,14.6
01-14-2013 0900,10.4,14.5
01-14-2013 1000,10,14.3
01-14-2013 1100,9.6,14.4
01-14-2013 1200,8.9,14.1
01-14-2013 1300,8,14.3
01-14-2013 1400,7.3,14.2
01-14-2013 1500,7.3,14.1
01-14-2013 1600,7.3,13.7
01-14-2013 1700,7,13.8
01-14-2013 1800,6.9,13.7
01-14-2013 1900,6.9,13.7
01-14-2013 2000,7.1,13.6
01-14-2013 2100,7.2,13.5
01-14-2013 2200,7.6,13.2
01-14-2013 2300,7.7,13.1
01-15-2013 0000,7.9,13
01-15-2013 0100,8.3,13
01-15-2013 0200,8.7,12.8
01-15-2013 0300,8.5,12.6
01-15-2013 0400,8.1,12.4
01-15-2013 0500,8.2,12.3
01-15-2013 0600,8.5,12.3
01-15-2013 0700,8.4,12.3
01-15-2013 0800,8.5,12.4
01-15-2013 0900,7.7,12.7
01-15-2013 1000,8,12.9
01-15-2013 1100,8.1,12.7
01-15-2013 1200,8.2,12.4
01-15-2013 1300,7.9,12.1
01-15-2013 1400,7.8,11.9
01-15-2013 1500,7.9,11.6
01-15-2013 1600,7.7,11.8
01-15-2013 1700,7.3,11.7
01-15-2013 1800,7,11.6
01-15-2013 1900,7.2,11.7
01-15-2013 2000,7.3,11.7
01-15-2013 2100,6.8,11.7
01-15-2013 2200,6.3,11.8
01-15-2013 2300,6.5,11.6
01-16-2013 0000,6.7,11.2
01-16-2013 0100,6.6,11.1
01-16-2013 0200,6.5,10.9
01-16-2013 0300,6.2,10.9
01-16-2013 0400,6.2,10.9
01-16-2013 0500,6.1,10.8
01-16-2013 0600,6.7,10.6
01-16-2013 0700,6.3,10.5
01-16-2013 0800,6.5,10.3
01-16-2013 0900,6.4,10
01-16-2013 1000,6,9.7
01-16-2013 1100,5.8,9.6
01-16-2013 1200,5.1,9.6
01-16-2013 1300,3.8,9.5
01-16-2013 1400,3.1,9.3
01-16-2013 1500,4.4,9.3
01-16-2013 1600,6.5,9.4
01-16-2013 1700,7.8,9.5
01-16-2013 1800,8.6,10
01-16-2013 1900,9.8,10.2
01-16-2013 2000,11.1,10.9
01-16-2013 2100,11.9,11.1
01-16-2013 2200,12.7,11.2
01-16-2013 2300,13.3,11.3
01-17-2013 0000,12.1,11.2
01-17-2013 0100,10.4,11.2
01-17-2013 0200,10,11.1
01-17-2013 0300,9.3,11.1
01-17-2013 0400,9.3,11
01-17-2013 0500,9,10.7
01-17-2013 0600,8.7,10.6
01-17-2013 0700,8,10.4
01-17-2013 0800,7.9,10.1
01-17-2013 0900,7.2,9.8
01-17-2013 1000,6.4,9.5
01-17-2013 1100,6,9.2
01-17-2013 1200,5.2,9.1
01-17-2013 1300,4.6,8.8
01-17-2013 1400,5.3,8.6
01-17-2013 1500,7.3,8.7
01-17-2013 1600,10.3,8.9
01-17-2013 1700,12.2,9.2
01-17-2013 1800,11.9,9.7
01-17-2013 1900,13.7,10.6
01-17-2013 2000,14.1,11
01-17-2013 2100,15.2,11.5
01-17-2013 2200,16.2,12
01-17-2013 2300,14.2,12.2
01-18-2013 0000,12.2,12.4
01-18-2013 0100,11.4,12.3
01-18-2013 0200,11.3,12.3
01-18-2013 0300,11.4,12.2
01-18-2013 0400,11.6,12.1
01-18-2013 0500,11.3,11.9
01-18-2013 0600,9.1,11.8
01-18-2013 0700,9.2,11.6
01-18-2013 0800,9.2,11.4
01-18-2013 0900,8.7,11.2
01-18-2013 1000,9.4,11.1
01-18-2013 1100,8.9,11
01-18-2013 1200,8.5,11
01-18-2013 1300,8.9,10.8
01-18-2013 1400,8.1,10.7
01-18-2013 1500,9.1,10.8
01-18-2013 1600,10.9,10.9
01-18-2013 1700,11.4,11.2
01-18-2013 1800,12.4,11.7
01-18-2013 1900,16.3,12.4
01-18-2013 2000,16.3,13.3
01-18-2013 2100,16.2,14.1
01-18-2013 2200,16,14.3
01-18-2013 2300,14.9,14.4
01-19-2013 0000,13.6,14.5
01-19-2013 0100,12.6,14.4
01-19-2013 0200,12.5,14.3
01-19-2013 0300,12.5,14.3
01-19-2013 0400,12.7,14.2
01-19-2013 0500,12.5,14
01-19-2013 0600,12.1,13.9
01-19-2013 0700,12.5,13.7
01-19-2013 0800,12.3,13.6
01-19-2013 0900,12.5,13.5
01-19-2013 1000,12.3,13.5
01-19-2013 1100,12.2,13.4
01-19-2013 1200,12.1,13.3
01-19-2013 1300,12.8,13.2
01-19-2013 1400,13,13.1
01-19-2013 1500,13.3,13.2
01-19-2013 1600,13.4,13.4
01-19-2013 1700,16.9,13.8
01-19-2013 1800,18.6,14.2
01-19-2013 1900,18.8,14.8
01-19-2013 2000,18.7,15.4
01-19-2013 2100,18.7,15.8
01-19-2013 2200,18.7,16.2
01-19-2013 2300,18.1,16.3
01-20-2013 0000,15.9,16.3
01-20-2013 0100,14.8,16.4
01-20-2013 0200,14.9,16.7
01-20-2013 0300,14.3,16.6
01-20-2013 0400,14.1,16.3
01-20-2013 0500,13.6,16
01-20-2013 0600,13.6,15.6
01-20-2013 0700,13.7,15.5
01-20-2013 0800,13.8,15.3
01-20-2013 0900,13.7,15.1
01-20-2013 1000,13.2,15
01-20-2013 1100,13.3,15
01-20-2013 1200,13.7,14.9
01-20-2013 1300,13.2,14.8
01-20-2013 1400,13.3,14.7
01-20-2013 1500,14.5,14.7
01-20-2013 1600,15.2,15
01-20-2013 1700,19,15.4
01-20-2013 1800,19.6,16
01-20-2013 1900,19.7,16.6
01-20-2013 2000,19.7,17.2
01-20-2013 2100,19.3,17.7
01-20-2013 2200,19,18.1
01-20-2013 2300,18.3,18.9
01-21-2013 0000,16.7,19.1
01-21-2013 0100,16.1,18.9
01-21-2013 0200,16,18.7
01-21-2013 0300,15.6,18.4
01-21-2013 0400,15.7,18.4
01-21-2013 0500,14.8,18.3
01-21-2013 0600,14.7,18
01-21-2013 0700,14.9,17.7
01-21-2013 0800,14.7,17.5
01-21-2013 0900,14.6,17.1
01-21-2013 1000,15,17
01-21-2013 1100,15,16.9
01-21-2013 1200,14.8,16.8
01-21-2013 1300,14.5,16.6
01-21-2013 1400,14.4,16.4
01-21-2013 1500,15.7,16.4
01-21-2013 1600,17.4,16.6
01-21-2013 1700,18.7,17.2
01-21-2013 1800,19,17.8
01-21-2013 1900,18.7,18
01-21-2013 2000,19,18.2
01-21-2013 2100,19.1,18.5
01-21-2013 2200,18.8,18.7
01-21-2013 2300,18.4,18.8
01-22-2013 0000,16.8,18.9
01-22-2013 0100,15.7,18.7
01-22-2013 0200,15.5,18.6
01-22-2013 0300,15.2,18.5
01-22-2013 0400,15.2,18.4
01-22-2013 0500,15.1,18.3
01-22-2013 0600,15,18.1
01-22-2013 0700,15.3,18
01-22-2013 0800,14.8,17.9
01-22-2013 0900,14.8,17.7
01-22-2013 1000,14.7,17.6
01-22-2013 1100,14.9,17.4
01-22-2013 1200,15.3,17.2
01-22-2013 1300,14.2,17.1
01-22-2013 1400,14.7,16.9
01-22-2013 1500,17.1,16.9
01-22-2013 1600,19,17
01-22-2013 1700,19.7,17.3
01-22-2013 1800,19.6,17.7
01-22-2013 1900,19.8,18.4
01-22-2013 2000,19.7,18.8
01-22-2013 2100,20.1,19.3
01-22-2013 2200,19.9,19.6
01-22-2013 2300,19,19.9
01-23-2013 0000,17.7,19.9
01-23-2013 0100,17.2,19.9
01-23-2013 0200,16.5,19.8
01-23-2013 0300,16.5,19.8
01-23-2013 0400,16.3,19.7
01-23-2013 0500,16.2,19.6
01-23-2013 0600,16.2,19.5
01-23-2013 0700,16.2,19.2
01-23-2013 0800,16.2,19.1
01-23-2013 0900,16.1,18.9
01-23-2013 1000,16.4,18.8
01-23-2013 1100,16.4,18.7
01-23-2013 1200,15.7,18.6
01-23-2013 1300,16,18.5
01-23-2013 1400,16.1,18.4
01-23-2013 1500,18.2,18.5
01-23-2013 1600,19.6,18.6
01-23-2013 1700,21.6,19
01-23-2013 1800,21.8,19.3
01-23-2013 1900,21.7,19.8
01-23-2013 2000,21.9,20.2
01-23-2013 2100,21.7,20.6
01-23-2013 2200,21.4,21
01-23-2013 2300,20.4,21.4
01-24-2013 0000,18.8,21.4
01-24-2013 0100,18.1,21.1
01-24-2013 0200,17.9,21
01-24-2013 0300,18.2,20.9
01-24-2013 0400,18.1,20.7
01-24-2013 0500,17.6,20.5
01-24-2013 0600,17.5,20.3
01-24-2013 0700,17.4,20.1
01-24-2013 0800,17.1,20
01-24-2013 0900,17.2,19.8
01-24-2013 1000,17.1,19.7
01-24-2013 1100,17.1,19.5
01-24-2013 1200,16.1,19.3
01-24-2013 1300,16,19.1
01-24-2013 1400,16.8,18.9
01-24-2013 1500,18.4,18.9
01-24-2013 1600,18.7,19
01-24-2013 1700,19.7,19.4
01-24-2013 1800,21.7,20
01-24-2013 1900,21.4,20.5
01-24-2013 2000,21.4,21.2
01-24-2013 2100,21.4,21.5
01-24-2013 2200,20.7,21.9
01-24-2013 2300,19.9,22
01-25-2013 0000,18.6,21.8
01-25-2013 0100,17.9,21.5
01-25-2013 0200,17.6,21.3
01-25-2013 0300,18.3,21.1
01-25-2013 0400,17.9,20.8
01-25-2013 0500,17.7,20.6
01-25-2013 0600,17.4,20.4
01-25-2013 0700,17.2,20.2
01-25-2013 0800,16.8,20
01-25-2013 0900,16.5,19.8
01-25-2013 1000,16.5,19.7
01-25-2013 1100,16.2,19.5
01-25-2013 1200,16.2,19.4
01-25-2013 1300,16.2,19.2
01-25-2013 1400,16.9,19.1
01-25-2013 1500,18.3,19.2
01-25-2013 1600,19.9,19.5
01-25-2013 1700,20.7,19.8
01-25-2013 1800,21.1,20.3
01-25-2013 1900,21.5,20.8
01-25-2013 2000,21.9,21.5
01-25-2013 2100,21.8,22
01-25-2013 2200,21.1,22.1
01-25-2013 2300,20.2,22.1
01-26-2013 0000,19.2,22
01-26-2013 0100,19,21.7
01-26-2013 0200,18.9,21.5
01-26-2013 0300,19,21.3
01-26-2013 0400,19.2,21.1
01-26-2013 0500,18.3,20.9
01-26-2013 0600,17.7,20.7
01-26-2013 0700,17.4,20.5
01-26-2013 0800,17.4,20.4
01-26-2013 0900,17.2,20.2
01-26-2013 1000,17.4,20.1
01-26-2013 1100,16.8,20
01-26-2013 1200,16.7,19.9
01-26-2013 1300,16.9,19.7
01-26-2013 1400,17.2,19.6
01-26-2013 1500,18.9,19.7
01-26-2013 1600,20.2,19.9
01-26-2013 1700,21.1,20.3
01-26-2013 1800,21.1,20.6
01-26-2013 1900,21.5,21.1
01-26-2013 2000,21.5,21.5
01-26-2013 2100,21.8,21.9
01-26-2013 2200,21.4,22.4
01-26-2013 2300,20.8,22.4
01-27-2013 0000,19,22.1
01-27-2013 0100,17.9,21.8
01-27-2013 0200,17.9,21.2
01-27-2013 0300,17.9,21
01-27-2013 0400,17.5,20.9
01-27-2013 0500,17.4,20.7
01-27-2013 0600,17.5,20.7
01-27-2013 0700,17.3,20.5
01-27-2013 0800,17.5,20.5
01-27-2013 0900,17.6,20.4
01-27-2013 1000,18.1,20.3
01-27-2013 1100,18.1,20.3
01-27-2013 1200,18.1,20.2
01-27-2013 1300,18.1,20.2
01-27-2013 1400,18.3,20.1
01-27-2013 1500,19.5,20
01-27-2013 1600,20,20.2
01-27-2013 1700,20.7,20.3
01-27-2013 1800,22,20.9
01-27-2013 1900,21.6,21.2
01-27-2013 2000,21.4,21.5
01-27-2013 2100,21.9,22
01-27-2013 2200,20.9,22.3
01-27-2013 2300,20,22.3
01-28-2013 0000,19.5,22.1
01-28-2013 0100,19.5,22
01-28-2013 0200,18.8,21.8
01-28-2013 0300,18.7,21.7
01-28-2013 0400,18.9,21.5
01-28-2013 0500,19.1,21.4
01-28-2013 0600,19,21.3
01-28-2013 0700,18.8,21.2
01-28-2013 0800,18.9,21.1
01-28-2013 0900,19,21.1
01-28-2013 1000,19.1,21.1
01-28-2013 1100,19.1,21
01-28-2013 1200,19.2,21
01-28-2013 1300,19,20.8
01-28-2013 1400,19.1,20.7
01-28-2013 1500,19.9,20.8
01-28-2013 1600,21,21
01-28-2013 1700,21.3,21.1
01-28-2013 1800,21.4,21.7
01-28-2013 1900,22.1,22.1
01-28-2013 2000,22.2,22.5
01-28-2013 2100,21.4,22.9
01-28-2013 2200,21.4,23.3
01-28-2013 2300,20.8,23.3
01-29-2013 0000,19.9,23.1
01-29-2013 0100,19.9,23.1
01-29-2013 0200,19.3,22.8
01-29-2013 0300,19.5,22.7
01-29-2013 0400,19.3,22.4
01-29-2013 0500,18.8,22.3
01-29-2013 0600,18.5,22.1
01-29-2013 0700,18.4,22
01-29-2013 0800,18.5,21.9
01-29-2013 0900,18.9,21.8
01-29-2013 1000,18.8,21.8
01-29-2013 1100,19.2,21.7
01-29-2013 1200,19,21.6
01-29-2013 1300,19.4,21.6
01-29-2013 1400,19.3,21.5
01-29-2013 1500,20.3,21.5
01-29-2013 1600,21,21.6
01-29-2013 1700,21,22.2
01-29-2013 1800,21.6,22.7
01-29-2013 1900,22.5,23
01-29-2013 2000,23,23.3
01-29-2013 2100,21.9,23.5
01-29-2013 2200,21.2,23.4
01-29-2013 2300,20.9,23.2
01-30-2013 0000,20.9,22.9
01-30-2013 0100,20.3,22.6
01-30-2013 0200,20.1,22.4
01-30-2013 0300,19.9,22.3
01-30-2013 0400,20.1,22.1
01-30-2013 0500,21.9,22.3
01-30-2013 0600,21.5,22.1
01-30-2013 0700,20.5,21.8
01-30-2013 0800,20.1,21.2
01-30-2013 0900,19.6,20.8
01-30-2013 1000,18.7,20.4
01-30-2013 1100,18,20.1
01-30-2013 1200,16.8,19.7
01-30-2013 1300,15.1,19.4
01-30-2013 1400,13.9,19.1
01-30-2013 1500,14.2,18.8
01-30-2013 1600,15.8,19.3
01-30-2013 1700,16.4,19.4
01-30-2013 1800,16.7,19.5
01-30-2013 1900,17.5,19.4
01-30-2013 2000,17.6,19.3
01-30-2013 2100,18.1,19.1
01-30-2013 2200,18.7,18.8
01-30-2013 2300,18.1,18.3
01-31-2013 0000,16.9,18
01-31-2013 0100,16,17.6
01-31-2013 0200,15.4,17.3
01-31-2013 0300,15.7,17.1
01-31-2013 0400,15.7,16.8
01-31-2013 0500,13.7,16.5
01-31-2013 0600,13.1,16.2
01-31-2013 0700,12.9,15.8
01-31-2013 0800,12.4,15.4
01-31-2013 0900,12.3,15
01-31-2013 1000,12,14.5
01-31-2013 1100,12.1,14.1
01-31-2013 1200,8.7,14
01-31-2013 1300,8.2,14.1
01-31-2013 1400,7.9,14
01-31-2013 1500,9.8,14.2
01-31-2013 1600,13.2,14.9
01-31-2013 1700,14.5,15.3
01-31-2013 1800,16.1,15.9
01-31-2013 1900,17.8,16.4
01-31-2013 2000,17.3,16.6
01-31-2013 2100,17.3,16.8
01-31-2013 2200,17.2,16.8
01-31-2013 2300,16.8,16.9
02-01-2013 0000,15.8,16.8
02-01-2013 0100,15,16.4
02-01-2013 0200,15,16.2
02-01-2013 0300,14.6,16
02-01-2013 0400,14.5,15.9
02-01-2013 0500,13.9,15.7
02-01-2013 0600,13.9,15.5
02-01-2013 0700,14.2,15.5
02-01-2013 0800,14.3,15.5
02-01-2013 0900,14.3,15.4
02-01-2013 1000,13.8,15.3
02-01-2013 1100,14,15.2
02-01-2013 1200,14.5,15.2
02-01-2013 1300,14.3,15.2
02-01-2013 1400,14.7,15.7
02-01-2013 1500,17.5,16.7
02-01-2013 1600,18.8,17.1
02-01-2013 1700,18.9,17.4
02-01-2013 1800,18.9,17.8
02-01-2013 1900,19.2,18.2
02-01-2013 2000,19,18.5
02-01-2013 2100,19.1,18.8
02-01-2013 2200,19,18.9
02-01-2013 2300,18.7,18.9
02-02-2013 0000,17.3,18.8
02-02-2013 0100,16,18.5
02-02-2013 0200,16.8,18.2
02-02-2013 0300,17.1,18.3
02-02-2013 0400,17.1,18.3
02-02-2013 0500,16.8,18.4
02-02-2013 0600,16.7,18.3
02-02-2013 0700,16.7,18.3
02-02-2013 0800,16.1,18.2
02-02-2013 0900,16,18.1
02-02-2013 1000,15.9,18
02-02-2013 1100,16.4,17.9
02-02-2013 1200,16,17.8
02-02-2013 1300,16.5,17.7
02-02-2013 1400,16.9,17.6
02-02-2013 1500,18.7,17.8
02-02-2013 1600,20.8,18.1
02-02-2013 1700,20.7,18.5
02-02-2013 1800,21,19
02-02-2013 1900,21.3,19.3
02-02-2013 2000,20.8,19.8
02-02-2013 2100,20.9,20
02-02-2013 2200,20.5,20.3
02-02-2013 2300,19.9,20.6
02-03-2013 0000,18.9,20.8
02-03-2013 0100,18,20.7
02-03-2013 0200,17.5,20.7
02-03-2013 0300,17.2,20.6
02-03-2013 0400,17.2,20.5
02-03-2013 0500,17.1,20.4
02-03-2013 0600,16.9,20.2
02-03-2013 0700,17.1,20
02-03-2013 0800,16.7,19.7
02-03-2013 0900,16.8,19.4
02-03-2013 1000,16.2,19.2
02-03-2013 1100,15.6,19
02-03-2013 1200,16.3,18.6
02-03-2013 1300,16.4,18.3
02-03-2013 1400,16.3,18
02-03-2013 1500,16.8,18
02-03-2013 1600,17.5,18.3
02-03-2013 1700,18.2,18.7
02-03-2013 1800,19.6,19.6
02-03-2013 1900,19.6,20
02-03-2013 2000,18.6,20.6
02-03-2013 2100,18.4,20.7
02-03-2013 2200,18.2,20.8
02-03-2013 2300,18.5,20.9
02-04-2013 0000,18,20.9
02-04-2013 0100,17.9,20.9
02-04-2013 0200,17.9,20.8
02-04-2013 0300,17.7,20.8
02-04-2013 0400,17.7,20.7
02-04-2013 0500,17.9,20.5
02-04-2013 0600,17.4,20.2
02-04-2013 0700,17.6,20
02-04-2013 0800,17.4,19.7
02-04-2013 0900,17.6,19.6
02-04-2013 1000,17.5,19.4
02-04-2013 1100,17.4,19.3
02-04-2013 1200,17.9,19.2
02-04-2013 1300,18.1,19.1
02-04-2013 1400,18.3,19
02-04-2013 1500,19.1,19
02-04-2013 1600,20,19.1
02-04-2013 1700,20.6,19.3
02-04-2013 1800,21.7,19.7
02-04-2013 1900,21.4,20.2
02-04-2013 2000,22,20.7
02-04-2013 2100,21.9,21.1
02-04-2013 2200,21.3,21.5
02-04-2013 2300,20.9,21.8
02-05-2013 0000,20,21.9
02-05-2013 0100,19.5,21.8
02-05-2013 0200,19.7,21.7
02-05-2013 0300,19.4,21.6
02-05-2013 0400,19.3,21.4
02-05-2013 0500,18.9,20.9
02-05-2013 0600,18.6,20.7
02-05-2013 0700,18.4,20.7
02-05-2013 0800,18.1,20.6
02-05-2013 0900,18,20.5
02-05-2013 1000,17.4,20.4
02-05-2013 1100,17.2,20.4
02-05-2013 1200,16.9,20.3
02-05-2013 1300,17,20.2
02-05-2013 1400,17.5,20.1
02-05-2013 1500,18.7,20.2
02-05-2013 1600,19.9,20.4
02-05-2013 1700,21.7,20.9
02-05-2013 1800,22.5,21.5
02-05-2013 1900,23.2,22.4
02-05-2013 2000,22.9,23.1
02-05-2013 2100,23.3,23.3
02-05-2013 2200,22,23.6
02-05-2013 2300,21.1,23.7
02-06-2013 0000,20,23.6
02-06-2013 0100,19.7,23.1
02-06-2013 0200,19.9,22.9
02-06-2013 0300,19.6,22.8
02-06-2013 0400,19.7,22.9
02-06-2013 0500,19.8,22.8
02-06-2013 0600,20.1,22.7
02-06-2013 0700,20.7,22.5
02-06-2013 0800,19.9,22.4
02-06-2013 0900,20,22.4
02-06-2013 1000,20,22.3
02-06-2013 1100,19.5,22.3
02-06-2013 1200,19.8,22.3
02-06-2013 1300,19.9,22.2
02-06-2013 1400,19.9,22.2
02-06-2013 1500,20,22.1
02-06-2013 1600,20.2,22
02-06-2013 1700,20.8,22
02-06-2013 1800,21.6,22.2
02-06-2013 1900,21.4,22.4
02-06-2013 2000,18.1,22.2
02-06-2013 2100,18.9,22.4
02-06-2013 2200,18.6,22.4
02-06-2013 2300,18.5,22.4
02-07-2013 0000,18.4,22.4
02-07-2013 0100,18.5,22.4
02-07-2013 0200,18.4,22.4
02-07-2013 0300,18.3,22.3
02-07-2013 0400,18.4,22.2
02-07-2013 0500,18.3,22
02-07-2013 0600,18.1,21.6
02-07-2013 0700,18.4,21.3
02-07-2013 0800,18.2,21.2
02-07-2013 0900,18.3,21.1
02-07-2013 1000,18.5,20.9
02-07-2013 1100,18.6,20.8
02-07-2013 1200,18.4,20.7
02-07-2013 1300,18.1,20.6
02-07-2013 1400,18.5,20.6
02-07-2013 1500,18.8,20.6
02-07-2013 1600,19,20.6
02-07-2013 1700,19.5,20.8
02-07-2013 1800,20.4,21.3
02-07-2013 1900,19.6,21.8
02-07-2013 2000,20.4,21.9
02-07-2013 2100,20.8,22.1
02-07-2013 2200,20.9,22.2
02-07-2013 2300,19.7,22.2
02-08-2013 0000,19.5,22.3
02-08-2013 0100,19.1,22.3
02-08-2013 0200,19.1,22.3
02-08-2013 0300,19,22.2
02-08-2013 0400,18.7,22.1
02-08-2013 0500,18.7,22
02-08-2013 0600,18.1,21.9
02-08-2013 0700,18.8,21.7
02-08-2013 0800,18.3,21.5
02-08-2013 0900,17.1,21.4
02-08-2013 1000,17.7,21.3
02-08-2013 1100,18.9,21.1
02-08-2013 1200,18,21.1
02-08-2013 1300,16.9,21
02-08-2013 1400,16.4,20.6
02-08-2013 1500,15.9,20.3
02-08-2013 1600,15.9,20
02-08-2013 1700,15.9,20.1
02-08-2013 1800,16.5,20.2
02-08-2013 1900,17.6,20.3
02-08-2013 2000,18.4,20.9
02-08-2013 2100,19.1,21.2
02-08-2013 2200,19.5,21.5
02-08-2013 2300,18.7,21.7
02-09-2013 0000,17.6,21.6
02-09-2013 0100,17.2,21.4
02-09-2013 0200,17,21.2
02-09-2013 0300,17,21.1
02-09-2013 0400,17.2,20.9
02-09-2013 0500,17.3,20.8
02-09-2013 0600,17.6,20.7
02-09-2013 0700,17.4,20.3
02-09-2013 0800,17.7,20.1
02-09-2013 0900,18.1,20
02-09-2013 1000,18.3,19.7
02-09-2013 1100,18.3,19.6
02-09-2013 1200,18.4,19.6
02-09-2013 1300,18.6,19.6
02-09-2013 1400,19,19.5
02-09-2013 1500,18.9,19.5
02-09-2013 1600,19.9,19.5
02-09-2013 1700,20.1,19.9
02-09-2013 1800,20.9,20.1
02-09-2013 1900,21.7,20.7
02-09-2013 2000,21.5,21
02-09-2013 2100,21.1,21.2
02-09-2013 2200,21.4,21.3
02-09-2013 2300,21.1,21.4
02-10-2013 0000,20.5,21.6
02-10-2013 0100,20.5,21.7
02-10-2013 0200,20.4,21.7
02-10-2013 0300,20.3,21.6
